ActionGeo_Fullname (52)	ActionGeo_Lat (56)	ActionGeo_Long (57)	Actor1Name (6)	Actor1Geo_Fullname (36)	Actor2Name (16)	Actor2Geo_Fullname (44)	EventCode (26)	QuadClass  (29)	AvgTone (34)	SourceURL (60)
"Shanghai, Shanghai, China"	20	77	AMBASSADOR	"Chimbote, Ancash, Peru"	CHINESE	"Shanghai, Shanghai, China"	"Accuse, not specified below"	Verbal Cooperation	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Chimbote, Ancash, Peru"	60	-96	AMBASSADOR	"Chimbote, Ancash, Peru"	CHINESE	"Shanghai, Shanghai, China"	Sign formal agreement	Material Cooperation	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Chimbote, Ancash, Peru"	19	94.25	AMBASSADOR	"Chimbote, Ancash, Peru"	CHINESE	"Chimbote, Ancash, Peru"	Engage in ethnic cleansing	Material Cooperation	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Chimbote, Ancash, Peru"	38.899	-77.0422	PERU	"Chimbote, Ancash, Peru"	XI JINPING	"Shanghai, Shanghai, China"	"Make an appeal or request, not specified below"	Verbal Cooperation	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Chimbote, Ancash, Peru"	34.4454	73.5113	PERU	"Chimbote, Ancash, Peru"	XI JINPING	"Chimbote, Ancash, Peru"	"Make an appeal or request, not specified below"	Verbal Cooperation	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Chimbote, Ancash, Peru"	51.5	10.5	PERU	"Chimbote, Ancash, Peru"	PERUVIAN	"Chimbote, Ancash, Peru"	Express intent to meet or negotiate	Verbal Cooperation	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Chimbote, Ancash, Peru"	30	70	PERUVIAN	"Chimbote, Ancash, Peru"	PERU	"Chimbote, Ancash, Peru"	Express intent to meet or negotiate	Material Cooperation	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Chimbote, Ancash, Peru"	33.4484	-112.074	XI JINPING	"Chimbote, Ancash, Peru"	PERU	"Chimbote, Ancash, Peru"	"Arrest, detain, or charge with legal action"	Material Conflict	3.0713	http://fis.com/fis/worldnews/worldnews.asp?monthyear=&day=15&id=93796&l=e&special=0&ndb=0
"Dhaka, Dhaka, Bangladesh"	31.106	-97.6475	BANGLADESH	"Dhaka, Dhaka, Bangladesh"	THE UN	"Dhaka, Dhaka, Bangladesh"	"Make an appeal or request, not specified below"	Material Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Dhaka, Dhaka, Bangladesh"	23.5	78.5	BANGLADESH	"Dhaka, Dhaka, Bangladesh"	SAUDI	"Makkah, Makkah, Saudi Arabia"	Host a visit	Material Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Makkah, Makkah, Saudi Arabia"	13	105	BANGLADESH	"Makkah, Makkah, Saudi Arabia"	SAUDI	"Makkah, Makkah, Saudi Arabia"	"Consult, not specified below"	Verbal Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Dhaka, Dhaka, Bangladesh"	42.2373	-71.5314	BANGLADESH	"Dhaka, Dhaka, Bangladesh"	SAUDI ARABIA	"Makkah, Makkah, Saudi Arabia"	"Consult, not specified below"	Verbal Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Makkah, Makkah, Saudi Arabia"	7.28333	81.6667	DEPUTY	"Gulshan, Leninobod, Tajikistan"	SAUDI	"Makkah, Makkah, Saudi Arabia"	Make a visit	Material Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Gulshan, Leninobod, Tajikistan"	7	81	DEPUTY	"Gulshan, Leninobod, Tajikistan"	SAUDI ARABIA	"Makkah, Makkah, Saudi Arabia"	"Use conventional military force, not specified below"	Material Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Makkah, Makkah, Saudi Arabia"	53.3331	-6.24889	KING	"Makkah, Makkah, Saudi Arabia"			"Consult, not specified below"	Verbal Cooperation	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Dhaka, Dhaka, Bangladesh"	49.75	6.166667	SAUDI	"Makkah, Makkah, Saudi Arabia"	BANGLADESH	"Dhaka, Dhaka, Bangladesh"	"Consult, not specified below"	Verbal Cooperation	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Makkah, Makkah, Saudi Arabia"	33.8596	-84.6838	SAUDI	"Makkah, Makkah, Saudi Arabia"	BANGLADESH	"Makkah, Makkah, Saudi Arabia"	"Arrest, detain, or charge with legal action"	Verbal Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Makkah, Makkah, Saudi Arabia"			SAUDI ARABIA	"Makkah, Makkah, Saudi Arabia"	BANGLADESH	"Madinah, Janub Darfur, Sudan"	Express intent to meet or negotiate	Verbal Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Dhaka, Dhaka, Bangladesh"			SAUDI ARABIA	"Taif, Makkah, Saudi Arabia"	BANGLADESH	"Dhaka, Dhaka, Bangladesh"	Consider policy option	Verbal Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Dhaka, Dhaka, Bangladesh"	46.9048	-110.326	SAUDI ARABIA	"Makkah, Makkah, Saudi Arabia"	BANGLADESH	"Dhaka, Dhaka, Bangladesh"	"Make an appeal or request, not specified below"	Material Cooperation	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Makkah, Makkah, Saudi Arabia"	38.468	-80.9696	SAUDI ARABIA	"Makkah, Makkah, Saudi Arabia"	KING	"Makkah, Makkah, Saudi Arabia"	"Express intent to provide material aid, not specified below"	Verbal Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Makkah, Makkah, Saudi Arabia"	19	94.25	TAJIKISTAN	"Gulshan, Leninobod, Tajikistan"	SAUDI	"Makkah, Makkah, Saudi Arabia"	Praise or endorse	Material Cooperation	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Dhaka, Dhaka, Bangladesh"	19	94.25	THE UN	"Dhaka, Dhaka, Bangladesh"			Engage in ethnic cleansing	Material Conflict	3.0461	http://www.newstoday.com.bd/?option=details&news_id=2480981&date=2017-09-16
"Oluwa, Nigeria (general), Nigeria"	6.5	7.5	CRIMINAL	"Oluwa, Nigeria (general), Nigeria"			Host a visit	Material Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
Ghana	7.06667	3.73333	GHANA	Ghana			"Return, release, not specified below"	Material Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
"Oluwa, Nigeria (general), Nigeria"	8	-2	NIGERIA	"Oluwa, Nigeria (general), Nigeria"			"Return, release, not specified below"	Verbal Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
Ghana	10	8	NIGERIA	"Oluwa, Nigeria (general), Nigeria"			"Demand, not specified below"	Verbal Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
Ghana	6.5	7.5	NIGERIA	Ghana			Assassinate	Verbal Cooperation	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
"Oluwa, Nigeria (general), Nigeria"	21	57			CRIMINAL	"Oluwa, Nigeria (general), Nigeria"	Make a visit	Material Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
"Oluwa, Nigeria (general), Nigeria"	14.6042	120.982			GHANA	"Oluwa, Nigeria (general), Nigeria"	Express intent to meet or negotiate	Material Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
"Oluwa, Nigeria (general), Nigeria"	14.6042	120.982			NIGERIA	"Oluwa, Nigeria (general), Nigeria"	"Use conventional military force, not specified below"	Material Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
Ghana	-6	147			NIGERIA	"Oluwa, Nigeria (general), Nigeria"	Host a visit	Material Conflict	3.0384	http://www.nigeriatoday.ng/2017/09/i-can-romantically-fight-for-love-iceberg-slim/
"Gilgit-Baltistan, Northern Areas, Pakistan"	39.0194	125.755	FARMER	"Gilgit-Baltistan, Northern Areas, Pakistan"			"Accuse, not specified below"	Verbal Cooperation	2.911	https://www.dawn.com/news/1357867
"Gilgit-Baltistan, Northern Areas, Pakistan"	45.8108	-94.5714	PAKISTAN	"Gilgit-Baltistan, Northern Areas, Pakistan"			Make a visit	Verbal Cooperation	2.911	https://www.dawn.com/news/1357867
"Gilgit-Baltistan, Northern Areas, Pakistan"	15	19	PAKISTAN	"Gilgit-Baltistan, Northern Areas, Pakistan"	FARMER	"Gilgit-Baltistan, Northern Areas, Pakistan"	Express intent to release persons or property	Material Cooperation	2.911	https://www.dawn.com/news/1357867
"Virginia, United States"	15	100	BUSINESS	"Virginia, United States"			Consider policy option	Verbal Cooperation	2.8777	http://www.wdbj7.com/content/news/Gillespie-meets-with-business-leaders-during-Roanoke-Valley-visit-444766533.html
"Virginia, United States"	39	35	BUSINESS	"Virginia, United States"	UNITED STATES	"Virginia, United States"	"Return, release person(s)"	Material Conflict	2.8777	http://www.wdbj7.com/content/news/Gillespie-meets-with-business-leaders-during-Roanoke-Valley-visit-444766533.html
"Virginia, United States"	41.6772	-71.5101	UNITED STATES	"Virginia, United States"	BUSINESS	"Virginia, United States"	De-escalate military engagement	Verbal Conflict	2.8777	http://www.wdbj7.com/content/news/Gillespie-meets-with-business-leaders-during-Roanoke-Valley-visit-444766533.html
"Virginia, United States"	31.8457	-102.368	UNITED STATES	"Virginia, United States"	BUSINESS	"Virginia, United States"	"Accuse, not specified below"	Verbal Cooperation	2.8777	http://www.wdbj7.com/content/news/Gillespie-meets-with-business-leaders-during-Roanoke-Valley-visit-444766533.html
"Virginia, United States"	31.8457	-102.368	UNITED STATES	"Virginia, United States"	BUSINESS	"Virginia, United States"	"Accuse, not specified below"	Verbal Cooperation	2.8777	http://www.wdbj7.com/content/news/Gillespie-meets-with-business-leaders-during-Roanoke-Valley-visit-444766533.html
"Virginia, United States"	46.9048	-110.326			BUSINESS	"Virginia, United States"	"Make statement, not specified below"	Verbal Cooperation	2.8777	http://www.wdbj7.com/content/news/Gillespie-meets-with-business-leaders-during-Roanoke-Valley-visit-444766533.html
"Dubai, Dubayy, United Arab Emirates"	46.9048	-110.326	BEIJING	"Dubai, Dubayy, United Arab Emirates"			Make optimistic comment	Material Conflict	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Dubai, Dubayy, United Arab Emirates"	39.8647	-86.2604	CHINA	"Beijing, Beijing, China"			Consider policy option	Verbal Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Yinghua, Guangdong, China"	38.899	-77.0422	CHINA	"Yinghua, Guangdong, China"	MINIST	"Yinghua, Guangdong, China"	"Make an appeal or request, not specified below"	Verbal Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Yinghua, Guangdong, China"	40.827	-73.9279	CHINA	"Yinghua, Guangdong, China"	INFORMATION OFFICE	"Yinghua, Guangdong, China"	"Make an appeal or request, not specified below"	Material Conflict	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Beijing, Beijing, China"	40.7834	-73.9385	DUBAI	"Dubai, Dubayy, United Arab Emirates"			"Make an appeal or request, not specified below"	Verbal Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Dubai, Dubayy, United Arab Emirates"	60	-96	DUBAI	"Dubai, Dubayy, United Arab Emirates"			Appeal for intelligence	Material Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Yinghua, Guangdong, China"	43.6667	-79.4167	INFORMATION OFFICE	"Yinghua, Guangdong, China"	CHINA	"Yinghua, Guangdong, China"	Appeal for intelligence	Verbal Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Yinghua, Guangdong, China"	43.6667	-79.4167	MINIST	"Yinghua, Guangdong, China"	CHINA	"Yinghua, Guangdong, China"	Appeal for intelligence	Material Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Beijing, Beijing, China"	37.2958	-80.0554			DUBAI	"Dubai, Dubayy, United Arab Emirates"	Express intent to meet or negotiate	Material Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Dubai, Dubayy, United Arab Emirates"	30.6413	-96.3541			DUBAI	"Dubai, Dubayy, United Arab Emirates"	Express intent to meet or negotiate	Material Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Dubai, Dubayy, United Arab Emirates"	39.0597	-94.8836			CHINA	"Beijing, Beijing, China"	Express intent to meet or negotiate	Verbal Cooperation	2.843	http://www.arabnews.com/node/1161856/corporate-news
"Western Michigan University, Michigan, United States"	43.3504	-84.5603	OBAMA	"Western Michigan University, Michigan, United States"			Express intent to meet or negotiate	Verbal Cooperation	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	37.2958	-80.0554	OBAMA	"Western Michigan University, Michigan, United States"	UNITED STATES	"Western Michigan University, Michigan, United States"	Express intent to meet or negotiate	Verbal Cooperation	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	42.2836	-85.612	PRESIDENT	"Western Michigan University, Michigan, United States"			"Consult, not specified below"	Material Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Michigan, United States"	37.8716	-122.273	PRESIDENT	"Michigan, United States"	SCHOOL	"Michigan, United States"	"Consult, not specified below"	Material Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	35.7721	-78.6386	PRESIDENT	"Western Michigan University, Michigan, United States"	UNITED STATES	"Western Michigan University, Michigan, United States"	Make a visit	Material Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Michigan, United States"	38.3566	-121.988	PRESIDENT	"Michigan, United States"	UNITED STATES	"Michigan, United States"	Make a visit	Verbal Cooperation	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	45.8108	-94.5714	UNITED STATES	"Western Michigan University, Michigan, United States"			Make a visit	Verbal Cooperation	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Virginia, United States"	43.4108	-71.5653	UNITED STATES	"Virginia, United States"			Make a visit	Verbal Cooperation	2.7778	https://www.forbes.com/sites/annefield/2017/09/15/mobilizeamerica-helps-you-wade-through-those-new-activist-groups-and-teams-up-with-funny-or-die/
"Western Michigan University, Michigan, United States"	38.3566	-121.988	UNITED STATES	"Western Michigan University, Michigan, United States"	UNIVERSITY	"Western Michigan University, Michigan, United States"	Make a visit	Verbal Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	35.7721	-78.6386	UNITED STATES	"Western Michigan University, Michigan, United States"	PRESIDENT	"Western Michigan University, Michigan, United States"	Make a visit	Verbal Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Michigan, United States"	28.096	-97.211	UNITED STATES	"Michigan, United States"	PRESIDENT	"Western Michigan University, Michigan, United States"	Host a visit	Verbal Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	40.1135	-111.854	UNITED STATES	"Western Michigan University, Michigan, United States"	OBAMA	"Western Michigan University, Michigan, United States"	Host a visit	Material Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Michigan, United States"	41.6772	-71.5101	UNIVERSITY	"Michigan, United States"			Host a visit	Verbal Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	38.5816	-121.494			UNITED STATES	"Western Michigan University, Michigan, United States"	"Engage in diplomatic cooperation, not specified below"	Verbal Conflict	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
"Western Michigan University, Michigan, United States"	15	19			OBAMA	"Western Michigan University, Michigan, United States"	"Engage in material cooperation, not specified below"	Verbal Cooperation	2.7778	http://wwmt.com/news/local/wmu-officially-swears-in-ninth-president-dr-edward-montgomery
United States	31.8457	-102.368	UNITED KINGDOM	United States			"Accuse, not specified below"	Verbal Cooperation	2.5408	https://www.geekwire.com/2017/ig-nobels-put-didgeridoo-therapy-liquidity-cats-scientific-spotlight/
"Uniontown High School, Kansas, United States"	18.5333	73.8667	UNITED STATES	"Uniontown High School, Kansas, United States"			"Arrest, detain, or charge with legal action"	Verbal Cooperation	2.5253	http://www.fourstateshomepage.com/news/milken-center-celebrating-10th-anniversary/812088536
